job_id,skill,position_title,job_description,row_id
786,time management,Healthcare Administrative Assistant – Urgent Hiring,"healthcare administrative assistant  urgent hiring jobs in new york ny at discovery health md

title healthcare administrative assistant  urgent hiring

company discovery health md

location new york ny

we are searching for an energetic healthcare administrative assistant to join our allstar team at discovery health md in seattle wa

growing your career as a full time healthcare administrative assistant is an awesome opportunity to develop excellent skills

if you are strong in persuasion adaptability and have the right drive for the job then apply for the position of healthcare administrative assistant at discovery health md today

who are weour story began in  at the docks and aboard the vessels of washington states beloved maritime companies where our founders dr ray and ann jarris were approached by numerous vessel operators requesting our unique insight and medical expertise it was here that discovery health md found our stride thru the provision of expert medical advice and crea",4695
787,call,Executive Assistant,"overview

st josephs healthcare system is recognized for the expertise and compassion of its highly skilled and responsive staff the combined efforts of the organizations outstanding physicians superb nurses and dedicated clinical and professional staff have made us one of the most highly respected healthcare organizations in the state the largest employer in passaic county and one of the nations  best places to work in health care

job overview

provides professional services to facilitate the fulfillment of responsibilities by the executive officers collaborates with other coworkers in maintaining a comprehensive and efficient work flow by providing services to both internal and external personnel as expected by administration

qualifications

work requires a high school diploma or equivalent bachelors degree preferred and five years of previous work related experience proficiency in ms office required word excel access outlook and powerpoint work requires communication skills needed",4696
787,communication,Executive Assistant,"overview

st josephs healthcare system is recognized for the expertise and compassion of its highly skilled and responsive staff the combined efforts of the organizations outstanding physicians superb nurses and dedicated clinical and professional staff have made us one of the most highly respected healthcare organizations in the state the largest employer in passaic county and one of the nations  best places to work in health care

job overview

provides professional services to facilitate the fulfillment of responsibilities by the executive officers collaborates with other coworkers in maintaining a comprehensive and efficient work flow by providing services to both internal and external personnel as expected by administration

qualifications

work requires a high school diploma or equivalent bachelors degree preferred and five years of previous work related experience proficiency in ms office required word excel access outlook and powerpoint work requires communication skills needed",4697
787,excel,Executive Assistant,"overview

st josephs healthcare system is recognized for the expertise and compassion of its highly skilled and responsive staff the combined efforts of the organizations outstanding physicians superb nurses and dedicated clinical and professional staff have made us one of the most highly respected healthcare organizations in the state the largest employer in passaic county and one of the nations  best places to work in health care

job overview

provides professional services to facilitate the fulfillment of responsibilities by the executive officers collaborates with other coworkers in maintaining a comprehensive and efficient work flow by providing services to both internal and external personnel as expected by administration

qualifications

work requires a high school diploma or equivalent bachelors degree preferred and five years of previous work related experience proficiency in ms office required word excel access outlook and powerpoint work requires communication skills needed",4698
788,communication,Administrative assistant,"greets visitors prospective candidates and other visitors answers telephones and directs the caller to the appropriate associate

maintains and manages calendars for conference rooms receives sorts and forwards incoming mail coordinates the pickup and delivery of express mail services fedex ups etc

assisting in the payroll process for facility workers requirements  prior front desk administrative and office experience

flexible schedule is a must high school diploma excellent communication skills solid computer and basic mathematical skills

very positive attitude with an ability to work in a fastpaced environment location  bronx nyadministrative assistant administrative assistant healthcare

last updated  ",4699
790,call,Work From Home Part Time Administrative Assistant / Customer...,"work from home part time administrative assistant  customer service  receptionist jobs

remote work from home job  entry level position

were actively seeking people who are unable to work or are looking for either a new line of work looking to supplement current job or gig those looking for work from home opportunities to be connected with companies who are hiring employees directly to work from their homes or recruiting people for short terms gigs you will find both fulltime and parttime remote opportunities in a variety of career fields

work from home part time administrative assistant  customer service  receptionist  learn new skills earn money from home add to and bolster existing skills have fun while working from home

job requirements
 computer with internet access
 quiet work space away from distractions
 must be able and comfortable to working in an environment without immediate supervision
 ability to read understand and follow oral and written instructions
 data entry or a",4700
790,customer service,Work From Home Part Time Administrative Assistant / Customer...,"work from home part time administrative assistant  customer service  receptionist jobs

remote work from home job  entry level position

were actively seeking people who are unable to work or are looking for either a new line of work looking to supplement current job or gig those looking for work from home opportunities to be connected with companies who are hiring employees directly to work from their homes or recruiting people for short terms gigs you will find both fulltime and parttime remote opportunities in a variety of career fields

work from home part time administrative assistant  customer service  receptionist  learn new skills earn money from home add to and bolster existing skills have fun while working from home

job requirements
 computer with internet access
 quiet work space away from distractions
 must be able and comfortable to working in an environment without immediate supervision
 ability to read understand and follow oral and written instructions
 data entry or a",4701
791,application process,"Administrative Assistant III (Part time) – Remote, Work from Anywhere","posting number 

position title administrative assistant iii

closing date until filled

location remote position

the public health institute phi is an independent nonprofit organization dedicated to promoting health wellbeing and quality of life for people throughout california across the nation and around the world as one of the largest and most comprehensive public health organizations in the nation we are at the forefront of research and innovations to improve the efficacy of public health statewide nationally and internationally



tracing health was launched in response to the public health emergency pandemic of covid our services include contact tracing and scientific support to counties and local health departments our highlytrained employees counsel contacts and connect them to community resources for the successful implementation of quarantine



position summary

the oregon public health institute improves health advances equity and responds to public health needs in oregon",4702
791,communication,"Administrative Assistant III (Part time) – Remote, Work from Anywhere","posting number 

position title administrative assistant iii

closing date until filled

location remote position

the public health institute phi is an independent nonprofit organization dedicated to promoting health wellbeing and quality of life for people throughout california across the nation and around the world as one of the largest and most comprehensive public health organizations in the nation we are at the forefront of research and innovations to improve the efficacy of public health statewide nationally and internationally



tracing health was launched in response to the public health emergency pandemic of covid our services include contact tracing and scientific support to counties and local health departments our highlytrained employees counsel contacts and connect them to community resources for the successful implementation of quarantine



position summary

the oregon public health institute improves health advances equity and responds to public health needs in oregon",4703
791,database,"Administrative Assistant III (Part time) – Remote, Work from Anywhere","posting number 

position title administrative assistant iii

closing date until filled

location remote position

the public health institute phi is an independent nonprofit organization dedicated to promoting health wellbeing and quality of life for people throughout california across the nation and around the world as one of the largest and most comprehensive public health organizations in the nation we are at the forefront of research and innovations to improve the efficacy of public health statewide nationally and internationally



tracing health was launched in response to the public health emergency pandemic of covid our services include contact tracing and scientific support to counties and local health departments our highlytrained employees counsel contacts and connect them to community resources for the successful implementation of quarantine



position summary

the oregon public health institute improves health advances equity and responds to public health needs in oregon",4704
791,email,"Administrative Assistant III (Part time) – Remote, Work from Anywhere","posting number 

position title administrative assistant iii

closing date until filled

location remote position

the public health institute phi is an independent nonprofit organization dedicated to promoting health wellbeing and quality of life for people throughout california across the nation and around the world as one of the largest and most comprehensive public health organizations in the nation we are at the forefront of research and innovations to improve the efficacy of public health statewide nationally and internationally



tracing health was launched in response to the public health emergency pandemic of covid our services include contact tracing and scientific support to counties and local health departments our highlytrained employees counsel contacts and connect them to community resources for the successful implementation of quarantine



position summary

the oregon public health institute improves health advances equity and responds to public health needs in oregon",4705
791,excel,"Administrative Assistant III (Part time) – Remote, Work from Anywhere","posting number 

position title administrative assistant iii

closing date until filled

location remote position

the public health institute phi is an independent nonprofit organization dedicated to promoting health wellbeing and quality of life for people throughout california across the nation and around the world as one of the largest and most comprehensive public health organizations in the nation we are at the forefront of research and innovations to improve the efficacy of public health statewide nationally and internationally



tracing health was launched in response to the public health emergency pandemic of covid our services include contact tracing and scientific support to counties and local health departments our highlytrained employees counsel contacts and connect them to community resources for the successful implementation of quarantine



position summary

the oregon public health institute improves health advances equity and responds to public health needs in oregon",4706
791,peoplesoft,"Administrative Assistant III (Part time) – Remote, Work from Anywhere","posting number 

position title administrative assistant iii

closing date until filled

location remote position

the public health institute phi is an independent nonprofit organization dedicated to promoting health wellbeing and quality of life for people throughout california across the nation and around the world as one of the largest and most comprehensive public health organizations in the nation we are at the forefront of research and innovations to improve the efficacy of public health statewide nationally and internationally



tracing health was launched in response to the public health emergency pandemic of covid our services include contact tracing and scientific support to counties and local health departments our highlytrained employees counsel contacts and connect them to community resources for the successful implementation of quarantine



position summary

the oregon public health institute improves health advances equity and responds to public health needs in oregon",4707
791,pregnancy,"Administrative Assistant III (Part time) – Remote, Work from Anywhere","posting number 

position title administrative assistant iii

closing date until filled

location remote position

the public health institute phi is an independent nonprofit organization dedicated to promoting health wellbeing and quality of life for people throughout california across the nation and around the world as one of the largest and most comprehensive public health organizations in the nation we are at the forefront of research and innovations to improve the efficacy of public health statewide nationally and internationally



tracing health was launched in response to the public health emergency pandemic of covid our services include contact tracing and scientific support to counties and local health departments our highlytrained employees counsel contacts and connect them to community resources for the successful implementation of quarantine



position summary

the oregon public health institute improves health advances equity and responds to public health needs in oregon",4708
791,public health,"Administrative Assistant III (Part time) – Remote, Work from Anywhere","posting number 

position title administrative assistant iii

closing date until filled

location remote position

the public health institute phi is an independent nonprofit organization dedicated to promoting health wellbeing and quality of life for people throughout california across the nation and around the world as one of the largest and most comprehensive public health organizations in the nation we are at the forefront of research and innovations to improve the efficacy of public health statewide nationally and internationally



tracing health was launched in response to the public health emergency pandemic of covid our services include contact tracing and scientific support to counties and local health departments our highlytrained employees counsel contacts and connect them to community resources for the successful implementation of quarantine



position summary

the oregon public health institute improves health advances equity and responds to public health needs in oregon",4709
791,zoom,"Administrative Assistant III (Part time) – Remote, Work from Anywhere","posting number 

position title administrative assistant iii

closing date until filled

location remote position

the public health institute phi is an independent nonprofit organization dedicated to promoting health wellbeing and quality of life for people throughout california across the nation and around the world as one of the largest and most comprehensive public health organizations in the nation we are at the forefront of research and innovations to improve the efficacy of public health statewide nationally and internationally



tracing health was launched in response to the public health emergency pandemic of covid our services include contact tracing and scientific support to counties and local health departments our highlytrained employees counsel contacts and connect them to community resources for the successful implementation of quarantine



position summary

the oregon public health institute improves health advances equity and responds to public health needs in oregon",4710
792,call,Remote Administrative Assistant,"this is a rewarding longterm
career opportunity to work alongside established fortune  companies seniorlevel executives and successful business owners of small and medium size businesses as they make a greater impact in the world as an executive assistant you will have the opportunity to choose the companies that you support based on company values and your preferences and to create longterm partnerships with the executives that you support as you develop new skill sets and get exposure to a variety of industries

you will join our team as a parttime  employee with the opportunity to become fulltime in due course based on performance

job requirements
as an assistant youll apply your professional skills in a wide range of tasks including
 maintaining appointment schedules and calendars
 planning and scheduling meetings conferences and travel
 making travel arrangements including flight and hotel bookings
 maximizing the executives time by reading researching and routing correspondence
",4711
792,communication,Remote Administrative Assistant,"this is a rewarding longterm
career opportunity to work alongside established fortune  companies seniorlevel executives and successful business owners of small and medium size businesses as they make a greater impact in the world as an executive assistant you will have the opportunity to choose the companies that you support based on company values and your preferences and to create longterm partnerships with the executives that you support as you develop new skill sets and get exposure to a variety of industries

you will join our team as a parttime  employee with the opportunity to become fulltime in due course based on performance

job requirements
as an assistant youll apply your professional skills in a wide range of tasks including
 maintaining appointment schedules and calendars
 planning and scheduling meetings conferences and travel
 making travel arrangements including flight and hotel bookings
 maximizing the executives time by reading researching and routing correspondence
",4712
792,correspondence,Remote Administrative Assistant,"this is a rewarding longterm
career opportunity to work alongside established fortune  companies seniorlevel executives and successful business owners of small and medium size businesses as they make a greater impact in the world as an executive assistant you will have the opportunity to choose the companies that you support based on company values and your preferences and to create longterm partnerships with the executives that you support as you develop new skill sets and get exposure to a variety of industries

you will join our team as a parttime  employee with the opportunity to become fulltime in due course based on performance

job requirements
as an assistant youll apply your professional skills in a wide range of tasks including
 maintaining appointment schedules and calendars
 planning and scheduling meetings conferences and travel
 making travel arrangements including flight and hotel bookings
 maximizing the executives time by reading researching and routing correspondence
",4713
792,email,Remote Administrative Assistant,"this is a rewarding longterm
career opportunity to work alongside established fortune  companies seniorlevel executives and successful business owners of small and medium size businesses as they make a greater impact in the world as an executive assistant you will have the opportunity to choose the companies that you support based on company values and your preferences and to create longterm partnerships with the executives that you support as you develop new skill sets and get exposure to a variety of industries

you will join our team as a parttime  employee with the opportunity to become fulltime in due course based on performance

job requirements
as an assistant youll apply your professional skills in a wide range of tasks including
 maintaining appointment schedules and calendars
 planning and scheduling meetings conferences and travel
 making travel arrangements including flight and hotel bookings
 maximizing the executives time by reading researching and routing correspondence
",4714
792,time management,Remote Administrative Assistant,"this is a rewarding longterm
career opportunity to work alongside established fortune  companies seniorlevel executives and successful business owners of small and medium size businesses as they make a greater impact in the world as an executive assistant you will have the opportunity to choose the companies that you support based on company values and your preferences and to create longterm partnerships with the executives that you support as you develop new skill sets and get exposure to a variety of industries

you will join our team as a parttime  employee with the opportunity to become fulltime in due course based on performance

job requirements
as an assistant youll apply your professional skills in a wide range of tasks including
 maintaining appointment schedules and calendars
 planning and scheduling meetings conferences and travel
 making travel arrangements including flight and hotel bookings
 maximizing the executives time by reading researching and routing correspondence
",4715
792,zoom,Remote Administrative Assistant,"this is a rewarding longterm
career opportunity to work alongside established fortune  companies seniorlevel executives and successful business owners of small and medium size businesses as they make a greater impact in the world as an executive assistant you will have the opportunity to choose the companies that you support based on company values and your preferences and to create longterm partnerships with the executives that you support as you develop new skill sets and get exposure to a variety of industries

you will join our team as a parttime  employee with the opportunity to become fulltime in due course based on performance

job requirements
as an assistant youll apply your professional skills in a wide range of tasks including
 maintaining appointment schedules and calendars
 planning and scheduling meetings conferences and travel
 making travel arrangements including flight and hotel bookings
 maximizing the executives time by reading researching and routing correspondence
",4716
793,azure,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4717
793,bash,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4718
793,cisco,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4719
793,communication,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4720
793,computer engineering,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4721
793,computer science,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4722
793,encryption,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4723
793,information technology,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4724
793,installation,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4725
793,mathematics,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4726
793,monitoring,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4727
793,network architecture,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4728
793,preservation techniques,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4729
793,python,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4730
793,science,Network System Administrator,"qrypt builds quantumsecure encryption software and hardware in partnership with worldclass national laboratories and academic institutions we value protecting individual privacy and being transparent about the technology we use to enable it the foundation of qrypt technology is published by our experts in peerreviewed scientific journals and supported by a growing portfolio of international patents qrypts product portfolio builds on these technologies to ensure enduring data security in the quantum age

qrypt is seeking a network system administrator to optimize the existing development network and lay the foundation for our production network our production network will enable us to deliver advanced cryptographic solutions based on distributed entropy impervious to even quantumbased attacks she will be part of a growing engineering team which will build deploy and operate these services on behalf of our customers

preferred location is new york city but will consider alternate remote ",4731
794,call,Entry Level Customer Service Representative (Remote),"iowa residents only

come join the safelite family and see why safelite will be the best place youll ever work were seeking work from home candidates who have their own personal computer macs and chromebooks are not compatible and high speed internet download speed   mbps or higher  upload speed   mpbs or higher

this service role always puts the customer first  delivering a critical first impression that sets the stage for an allaround extraordinary experience that customers will tell their friends about

find a career gain a family

safelite will be unlike any place youve ever worked this wont be just the daily grind youll join caring and passionate teams that collaborate to make a difference deliver extraordinary results and bring unexpected happiness every day your effort heart and creative ideas will be valued and rewarded and we care about your wellbeing so well strive to give you what you need to be happy at work and at home

essential activities
 uses professional communication",4732
794,communication,Entry Level Customer Service Representative (Remote),"iowa residents only

come join the safelite family and see why safelite will be the best place youll ever work were seeking work from home candidates who have their own personal computer macs and chromebooks are not compatible and high speed internet download speed   mbps or higher  upload speed   mpbs or higher

this service role always puts the customer first  delivering a critical first impression that sets the stage for an allaround extraordinary experience that customers will tell their friends about

find a career gain a family

safelite will be unlike any place youve ever worked this wont be just the daily grind youll join caring and passionate teams that collaborate to make a difference deliver extraordinary results and bring unexpected happiness every day your effort heart and creative ideas will be valued and rewarded and we care about your wellbeing so well strive to give you what you need to be happy at work and at home

essential activities
 uses professional communication",4733
794,conversation,Entry Level Customer Service Representative (Remote),"iowa residents only

come join the safelite family and see why safelite will be the best place youll ever work were seeking work from home candidates who have their own personal computer macs and chromebooks are not compatible and high speed internet download speed   mbps or higher  upload speed   mpbs or higher

this service role always puts the customer first  delivering a critical first impression that sets the stage for an allaround extraordinary experience that customers will tell their friends about

find a career gain a family

safelite will be unlike any place youve ever worked this wont be just the daily grind youll join caring and passionate teams that collaborate to make a difference deliver extraordinary results and bring unexpected happiness every day your effort heart and creative ideas will be valued and rewarded and we care about your wellbeing so well strive to give you what you need to be happy at work and at home

essential activities
 uses professional communication",4734
794,integrity,Entry Level Customer Service Representative (Remote),"iowa residents only

come join the safelite family and see why safelite will be the best place youll ever work were seeking work from home candidates who have their own personal computer macs and chromebooks are not compatible and high speed internet download speed   mbps or higher  upload speed   mpbs or higher

this service role always puts the customer first  delivering a critical first impression that sets the stage for an allaround extraordinary experience that customers will tell their friends about

find a career gain a family

safelite will be unlike any place youve ever worked this wont be just the daily grind youll join caring and passionate teams that collaborate to make a difference deliver extraordinary results and bring unexpected happiness every day your effort heart and creative ideas will be valued and rewarded and we care about your wellbeing so well strive to give you what you need to be happy at work and at home

essential activities
 uses professional communication",4735
794,persuasion,Entry Level Customer Service Representative (Remote),"iowa residents only

come join the safelite family and see why safelite will be the best place youll ever work were seeking work from home candidates who have their own personal computer macs and chromebooks are not compatible and high speed internet download speed   mbps or higher  upload speed   mpbs or higher

this service role always puts the customer first  delivering a critical first impression that sets the stage for an allaround extraordinary experience that customers will tell their friends about

find a career gain a family

safelite will be unlike any place youve ever worked this wont be just the daily grind youll join caring and passionate teams that collaborate to make a difference deliver extraordinary results and bring unexpected happiness every day your effort heart and creative ideas will be valued and rewarded and we care about your wellbeing so well strive to give you what you need to be happy at work and at home

essential activities
 uses professional communication",4736
795,birth of a child,"Entry Level Claims and Customer Service Positions! Training Program and Career Growth! Chicago, IL","elgin il  technology
chicago il

time type
full time

posted on
posted  days ago

job requisition id

the apply with seek option will be utilized for international applicants mainly australia if this does not apply to you please use the apply option
entry level claims and customer service positions training program and career growth chicago ilif you care theres a place for you here

for a career path that is both challenging and rewarding join sedgwicks talented team of  colleagues around the globe sedgwick is a leading provider of technologyenabled risk benefits and integrated business solutions taking care of people is at the heart of everything we do millions of people and organizations count on sedgwick each year to take care of their needs when they face a major life event or something unexpected happens whether they have a workplace injury suffer property or financial loss or damage from a natural or manmade disaster are involved in an auto or other type of accident or need time ",4737
